ID,Asset Name,Code,Project,Client,Project Activity,Activity Description,Duration (Hours),Duration (Days),Time Begin UTC,Time End UTC,URL
3660,SDH-400 (300.36),ALU007,[DRI] FIS060 MSA Alumar - ALU007-PT01/2022 - ARB#04 - CSR00535,Alumar,3101 Falta de equipe por questões médicas,Equipe paralisada devido aos resultados positivos de covid. Sondador Jeferson relocado para a SSH-10 (FIS-065) para completar a equipe.,6.5,0.3,24-Nov-22 10:30,24-Nov-22 17:00,https://dome.fugro.com/operations/ddpr/project/3660/dpr?d=2022-11-24
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Dry dock continue hot work in rudder room,2.0,0.1,23-Nov-22 22:00,24-Nov-22 00:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-23
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Cleaned and greased SSS winch and Mag levelwind,3.5,0.1,23-Nov-22 18:30,23-Nov-22 22:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-23
3276,Excalibur,206946,OWF Gennaker - CPT,OWP Gennaker GmbH,Fugro Downtime,Awaiting tug return from crew change. Knock on effect due to WOW causing change in operations.,2.5,0.1,23-Nov-22 17:00,23-Nov-22 19:30,https://dome.fugro.com/operations/ddpr/project/3276/dpr?d=2022-11-23
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Dry dock crew moved blocks blocking the HIPAP / lowered  HIPAP inspected and cleaned,1.0,0.0,23-Nov-22 17:30,23-Nov-22 18:30,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-23
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,"Moved fast cast winch, mag array, sparker and some deck boards for hot work in rudder room.",2.0,0.1,23-Nov-22 15:30,23-Nov-22 17:30,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-23
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,"Service  all the deck winches (Mag, SSS and fast cast)",3.0,0.1,23-Nov-22 12:30,23-Nov-22 15:30,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-23
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Machine Shop began straightening the starboard rudder shaft.,12.5,0.5,23-Nov-22 00:00,23-Nov-22 12:30,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-23
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Unplanned maintenance,Both rudders are in the machine shop for repair evaluation,2.0,0.1,22-Nov-22 22:00,23-Nov-22 00:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-22
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,"Grease Tape hydraulic fittings for ""A"" frame &  HAS pole
Replaced grease serts on ""A""Frame",8.0,0.3,22-Nov-22 14:00,22-Nov-22 22:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-22
2636,SDH-400 (300.29),FIS029,[DRI] FIS029 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,3101 Falta de equipe por atestado/teste Covid-19 positivo,Equipe passou pelo medico e foi liberada para ir a área.,2.8,0.1,22-Nov-22 16:00,22-Nov-22 18:45,https://dome.fugro.com/operations/ddpr/project/2636/dpr?d=2022-11-22
2636,SDH-400 (300.29),FIS029,[DRI] FIS029 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,3101 Falta de equipe por atestado/teste Covid-19 positivo,Equipe diagnosticada com covid 19,5.0,0.2,22-Nov-22 10:00,22-Nov-22 15:00,https://dome.fugro.com/operations/ddpr/project/2636/dpr?d=2022-11-22
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Port side rudder lowered into dry dock and transported to machine shop,14.0,0.6,22-Nov-22 00:00,22-Nov-22 14:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-22
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,"Dropped STBD rudder and shaft / moved to Caddell's shop.
Maintenance on server racks installed new filters and vacuum clean / Cleaned 4 NG computers/ replace UPS on bridge nav. computer",8.5,0.4,21-Nov-22 15:30,22-Nov-22 00:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-21
2636,SDH-400 (300.29),FIS029,[DRI] FIS029 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,3101 Falta de equipe por atestado/teste Covid-19 positivo,Equipe diagnosticada com covid 19,4.0,0.2,21-Nov-22 16:00,21-Nov-22 20:00,https://dome.fugro.com/operations/ddpr/project/2636/dpr?d=2022-11-21
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Move and rearrange some deck equipment for trash bin,2.0,0.1,21-Nov-22 13:30,21-Nov-22 15:30,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-21
2636,SDH-400 (300.29),FIS029,[DRI] FIS029 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,3101 Falta de equipe por atestado/teste Covid-19 positivo,Equipe diagnosticada com covid 19,5.0,0.2,21-Nov-22 10:00,21-Nov-22 15:00,https://dome.fugro.com/operations/ddpr/project/2636/dpr?d=2022-11-21
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Meeting with Caddells Superintendent,0.5,0.0,21-Nov-22 13:00,21-Nov-22 13:30,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-21
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Caddells dry dock working on removing STBD rudder & shaft,13.0,0.5,21-Nov-22 00:00,21-Nov-22 13:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-21
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Caddell dry dock continue preparing for rudder removal and repairs,2.0,0.1,20-Nov-22 22:00,21-Nov-22 00:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-20
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,"
Completed SSS re-termination / cut 65' of SSS cable",6.0,0.3,20-Nov-22 16:00,20-Nov-22 22:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-20
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Captain Jeremy departed vessel,0.3,0.0,20-Nov-22 15:45,20-Nov-22 16:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-20
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Captain Phillip Roemisch arrived on vessel and handovers with Captain Jeremy Driskill,0.8,0.0,20-Nov-22 15:00,20-Nov-22 15:45,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-20
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Caddell dry dock preparing for rudder removal and repairs,15.0,0.6,20-Nov-22 00:00,20-Nov-22 15:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-20
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Electricians connecting shore power,3.3,0.1,19-Nov-22 20:30,19-Nov-22 23:45,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-19
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,The Enterprise moved into the dry dock #8,1.3,0.1,19-Nov-22 19:15,19-Nov-22 20:30,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-19
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,1 GMSS disembark vessel Whichacorn Ruktangtum,0.3,0.0,19-Nov-22 19:00,19-Nov-22 19:15,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-19
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,Enterprise was towed to Dry Dock  staging area by Tug boat Dorothy J,1.0,0.0,19-Nov-22 18:00,19-Nov-22 19:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-19
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Planned Maintenance,"Changed out SSS counter wheel / grease all sheaves on ""A"" frame",1.0,0.0,19-Nov-22 17:00,19-Nov-22 18:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-19
2487,Fugro Enterprise,0000,Fugro Enterprise,Fugro Resource Planning,Unplanned maintenance,Divers inspecting rudders (Caddells Shipyard),8.0,0.3,17-Nov-22 16:00,18-Nov-22 00:00,https://dome.fugro.com/operations/ddpr/project/2487/dpr?d=2022-11-17
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2404 Banheiro ausente/interditado,Transporte de banheiros químicos para B5-SCPTU-104I B5-CPT00100B,1.5,0.1,17-Nov-22 12:40,17-Nov-22 14:10,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-11-17
3743,TRADO-02,FIS073,[DRI] FIS073 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2404 Banheiro ausente/interditado,aguardando banheiro químico,2.3,0.1,16-Nov-22 10:15,16-Nov-22 12:30,https://dome.fugro.com/operations/ddpr/project/3743/dpr?d=2022-11-16
3743,TRADO-02,FIS073,[DRI] FIS073 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2404 Banheiro ausente/interditado,Aguardando banheiros químicos,1.5,0.1,14-Nov-22 13:30,14-Nov-22 15:00,https://dome.fugro.com/operations/ddpr/project/3743/dpr?d=2022-11-14
3657,Pacific Grouse,GIQ469,Qatargas Qatar North Field South (NFS) Offshore Pipeline Project - Geotechnical,Qatargas Operating Company Limited,Fishing Nets/Lines,"16:55 - 18:30 hrs - The Vessel departed from the TEE-S77-BH1 borehole location and arrived near the WYE-S84 borehole location.

18:30 - 18:50 hrs - Pacific Grouse observed, access to the location WYE-S84 is restricted due to fishing nets/lines and boats. 

18:50 - 20:50 -  Pacific Grouse altered the sequential plan and moved to the PL-S63-BH1 borehole location.
Note: Plan adjustment resulted in lost time.",3.9,0.2,10-Nov-22 16:55,10-Nov-22 20:50,https://dome.fugro.com/operations/ddpr/project/3657/dpr?d=2022-11-10
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manutenção corretiva,3.0,0.1,10-Nov-22 16:00,10-Nov-22 19:00,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-11-10
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manutenção corretiva,4.0,0.2,10-Nov-22 11:00,10-Nov-22 15:00,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-11-10
3530,Bourbon Enterprise,RINQ044,Qatargas Qatar North Field South (NFS) Offshore Pipeline Project - IRM,Qatargas Operating Company Limited,Equipment breakdown,"Surveyor reported StarfixNG software crashed, project could not open, created new project, re-started computer and resume survey",2.7,0.1,10-Nov-22 03:30,10-Nov-22 06:10,https://dome.fugro.com/operations/ddpr/project/3530/dpr?d=2022-11-10
3356,Fugro Discovery,0000,Fugro Discovery,Fugro Resource Planning,Unplanned maintenance,Vessel alongside for IToV partial implementation,24.0,1.0,09-Nov-22 00:00,10-Nov-22 00:00,https://dome.fugro.com/operations/ddpr/project/3356/dpr?d=2022-11-09
3276,Excalibur,206946,OWF Gennaker - CPT,OWP Gennaker GmbH,Fugro Downtime,Error with CPT cone - swap out cone,0.8,0.0,09-Nov-22 23:00,09-Nov-22 23:45,https://dome.fugro.com/operations/ddpr/project/3276/dpr?d=2022-11-09
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Quebra de equipamento,4.0,0.2,09-Nov-22 16:00,09-Nov-22 20:00,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-11-09
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Quebra de equipamento,4.0,0.2,09-Nov-22 11:00,09-Nov-22 15:00,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-11-09
3356,Fugro Discovery,0000,Fugro Discovery,Fugro Resource Planning,Unplanned maintenance,Vessel alongside for IToV partial implementation,24.0,1.0,08-Nov-22 00:00,09-Nov-22 00:00,https://dome.fugro.com/operations/ddpr/project/3356/dpr?d=2022-11-08
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Aguardando manutenção,1.5,0.1,08-Nov-22 18:30,08-Nov-22 20:00,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-11-08
3356,Fugro Discovery,0000,Fugro Discovery,Fugro Resource Planning,Unplanned maintenance,Vessel alongside for IToV partial implementation,24.0,1.0,07-Nov-22 00:00,08-Nov-22 00:00,https://dome.fugro.com/operations/ddpr/project/3356/dpr?d=2022-11-07
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manutenção corretiva - fim,1.3,0.1,07-Nov-22 16:10,07-Nov-22 17:30,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-11-07
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Abertura de PTS de manutenção,0.3,0.0,07-Nov-22 15:55,07-Nov-22 16:10,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-11-07
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Aguardando mecânico,4.5,0.2,07-Nov-22 10:00,07-Nov-22 14:30,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-11-07
3356,Fugro Discovery,0000,Fugro Discovery,Fugro Resource Planning,Unplanned maintenance,Vessel alongside for IToV implementation. Project on hold,24.0,1.0,06-Nov-22 00:00,07-Nov-22 00:00,https://dome.fugro.com/operations/ddpr/project/3356/dpr?d=2022-11-06
3530,Bourbon Enterprise,RINQ044,Qatargas Qatar North Field South (NFS) Offshore Pipeline Project - IRM,Qatargas Operating Company Limited,Equipment breakdown,"Conducted ROV maintenance, troubleshooting and rectification of Sonar & DVL sensor interface",14.0,0.6,05-Nov-22 21:00,06-Nov-22 11:00,https://dome.fugro.com/operations/ddpr/project/3530/dpr?d=2022-11-06
3530,Bourbon Enterprise,RINQ044,Qatargas Qatar North Field South (NFS) Offshore Pipeline Project - IRM,Qatargas Operating Company Limited,Equipment breakdown,"Sonar & DVL subsea channels are not communicating, troubleshooting the related circuit",9.0,0.4,05-Nov-22 12:00,05-Nov-22 21:00,https://dome.fugro.com/operations/ddpr/project/3530/dpr?d=2022-11-05
3530,Bourbon Enterprise,RINQ044,Qatargas Qatar North Field South (NFS) Offshore Pipeline Project - IRM,Qatargas Operating Company Limited,Equipment breakdown,"After troubleshooting, replaced Fiber cable from HJB to MCP to get back Telemetry working. Also changed Hydraulic piggyback to get system operational",13.2,0.5,04-Nov-22 22:50,05-Nov-22 12:00,https://dome.fugro.com/operations/ddpr/project/3530/dpr?d=2022-11-05
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other)," Alongside in port of Trelleborg, Prepare for transit to site, sea fasten all equipment.",3.3,0.1,05-Nov-22 08:40,05-Nov-22 12:00,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-05
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),"Daily ops call with onshore project team. Alongside in port of Trelleborg, Preventive maintenance ongoing. ( see ""Activities performed these 24hours"" section)",0.7,0.0,05-Nov-22 08:00,05-Nov-22 08:40,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-05
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other)," Alongside in port of Trelleborg, Preventive maintenance ongoing. ( see ""Activities performed these 24hours"" section) Rigging up UCE cable, headline and logging cable.",3.8,0.2,05-Nov-22 04:15,05-Nov-22 08:00,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-05
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),Alongside in port of Trelleborg. Toolbox talk attended by all Fugro Crew ; Activities from last 24hours and for the upcoming 24hours discussed. HSE and HOC's discussed. Permits to work put in place.,0.3,0.0,05-Nov-22 04:00,05-Nov-22 04:15,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-05
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),"Standby alongside in port of Trelleborg, Sweden.",6.0,0.3,04-Nov-22 22:00,05-Nov-22 04:00,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-05
3211,HOS Browning,02.00175224-01,Atlantic Shores OWF Geotechnical SI 2022 - HOS Browning,Shell New Energies LLC,Downtime (Fugro),"Port call activities at Bayonne Drydock, NJ
•	One Fugro driller gets onboard
•	Install coupling pump for the cooling system on HPU
•	Maintenance to C30 rig and Wison system
•	HVAC technician to complete service to the annex containers. Satisfactory revision by SM, Captain and CE. 
•	Take on 10 pallets of drilling mud
•	Increase UU air pressure with fitting received
•	Received funnel extension for the SBF for composite sites 
•	ASOW client reps embark 
•	Install sink for the soil lab
•	Offload garbage and wasted cooking oil
•	Take receipt of provisions top up",20.2,0.8,04-Nov-22 05:00,05-Nov-22 01:10,https://dome.fugro.com/operations/ddpr/project/3211/dpr?d=2022-11-04
3530,Bourbon Enterprise,RINQ044,Qatargas Qatar North Field South (NFS) Offshore Pipeline Project - IRM,Qatargas Operating Company Limited,Equipment breakdown,"While troubleshooting on sonar channel, results in ROV telemetry signal lost",0.7,0.0,04-Nov-22 22:10,04-Nov-22 22:50,https://dome.fugro.com/operations/ddpr/project/3530/dpr?d=2022-11-05
3530,Bourbon Enterprise,RINQ044,Qatargas Qatar North Field South (NFS) Offshore Pipeline Project - IRM,Qatargas Operating Company Limited,Equipment breakdown,ROV recovered on deck for troubleshoot,1.0,0.0,04-Nov-22 21:10,04-Nov-22 22:10,https://dome.fugro.com/operations/ddpr/project/3530/dpr?d=2022-11-05
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),Standby alongside in port of Trelleborg.,3.2,0.1,04-Nov-22 18:50,04-Nov-22 22:00,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-04
3530,Bourbon Enterprise,RINQ044,Qatargas Qatar North Field South (NFS) Offshore Pipeline Project - IRM,Qatargas Operating Company Limited,Equipment breakdown,ROV reported Sector scan sonar lost communication,0.2,0.0,04-Nov-22 21:00,04-Nov-22 21:10,https://dome.fugro.com/operations/ddpr/project/3530/dpr?d=2022-11-05
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Aguardando manutenção,0.8,0.0,04-Nov-22 18:10,04-Nov-22 19:00,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-11-04
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),"Alongside in port of Trelleborg. Preventive maintenance ongoing. ( see ""Activities performed these 24hours"" section) Inspections to top section completed and top section / sheave beam lifted back on to the derrick.",10.4,0.4,04-Nov-22 08:25,04-Nov-22 18:50,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-04
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),"Daily ops call with onshore project team. Alongside in port of Trelleborg, Preventive maintenance ongoing. ( see ""Activities performed these 24hours"" section)",0.4,0.0,04-Nov-22 08:00,04-Nov-22 08:25,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-04
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),"Alongside in port of Trelleborg. Preventive maintenance ongoing. ( see ""Activities performed these 24hours"" section) Preparing for inspection in top of derrick.",2.3,0.1,04-Nov-22 05:45,04-Nov-22 08:00,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-04
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),Alongside in port of Trelleborg. Toolbox talk attended by all Fugro Crew ; Activities from last 24 hours and for the upcoming 24hours discussed. HSE and HOC's discussed. Permits to work put in place.,0.3,0.0,04-Nov-22 05:30,04-Nov-22 05:45,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-04
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),"Standby alongside in port of Trelleborg, Sweden.",7.5,0.3,03-Nov-22 22:00,04-Nov-22 05:30,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-04
3211,HOS Browning,02.00175224-01,Atlantic Shores OWF Geotechnical SI 2022 - HOS Browning,Shell New Energies LLC,Downtime (Fugro),"Port call activities at Bayonne Drydock
•	Maintenance to C30 rig and Wison system",3.2,0.1,04-Nov-22 01:50,04-Nov-22 05:00,https://dome.fugro.com/operations/ddpr/project/3211/dpr?d=2022-11-03
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),"Standby alongside in port of Trelleborg, Sweden.",6.0,0.3,03-Nov-22 16:00,03-Nov-22 22:00,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-03
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),"Alongside in port of Trelleborg. Preventive maintenance ongoing. ( see ""Activities performed these 24hours"" section)",7.7,0.3,03-Nov-22 08:20,03-Nov-22 16:00,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-03
3276,Excalibur,206946,OWF Gennaker - CPT,OWP Gennaker GmbH,Fugro Downtime,Technical issue - Excalibur jacking control panel - Repaired,1.2,0.0,03-Nov-22 14:00,03-Nov-22 15:10,https://dome.fugro.com/operations/ddpr/project/3276/dpr?d=2022-11-03
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),"Daily ops call with onshore project team. Alongside in port of Trelleborg,  Preventive maintenance ongoing. ( see ""Activities performed these 24hours"" section)",0.3,0.0,03-Nov-22 08:00,03-Nov-22 08:20,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-03
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),"Alongside in port of Trelleborg. Preventive maintenance ongoing. ( see ""Activities performed these 24hours"" section)",3.8,0.2,03-Nov-22 04:15,03-Nov-22 08:00,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-03
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),Alongside in port of Trelleborg. Toolbox talk attended by all Fugro Crew ; Activities from last 24 hours and for the upcoming 24hours discussed. HSE and HOC's discussed.,0.3,0.0,03-Nov-22 04:00,03-Nov-22 04:15,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-03
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),"Standby alongside in port of Trelleborg, Sweden.",6.0,0.3,02-Nov-22 22:00,03-Nov-22 04:00,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-03
3636,Gargano,205517,GAR/Iberdrola Germany Windanker OWF Drilling,Iberdrola Renovables Offshore Deutschland GmbH,Standby (Other),"Alongside in port of Trelleborg. Planning and working on options to  get inspection and work on top section / sheave beam completed,",5.3,0.2,02-Nov-22 16:40,02-Nov-22 22:00,https://dome.fugro.com/operations/ddpr/project/3636/dpr?d=2022-11-02
2551,Fugro Gauss,00000,Fugro Gauss,Fugro Resource Planning,Planned Maintenance,At Anchorage,24.0,1.0,01-Nov-22 00:00,02-Nov-22 00:00,https://dome.fugro.com/operations/ddpr/project/2551/dpr?d=2022-11-01
3150,DB-525 (255.10),FIS026,[DRI] FIS026 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,3101 Falta de equipe por atestado/teste Covid-19 positivo,Exame periódico sondador,2.0,0.1,01-Nov-22 13:00,01-Nov-22 15:00,https://dome.fugro.com/operations/ddpr/project/3150/dpr?d=2022-11-01
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2402 Aguardando caminhão prancha,Aguardando caminhão prancha,3.0,0.1,01-Nov-22 10:00,01-Nov-22 13:00,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-11-01
2551,Fugro Gauss,00000,Fugro Gauss,Fugro Resource Planning,Planned Maintenance,At Anchorage,24.0,1.0,31-Oct-22 00:00,01-Nov-22 00:00,https://dome.fugro.com/operations/ddpr/project/2551/dpr?d=2022-10-31
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2402 Aguardando caminhão prancha,Aguardando caminhão prancha,4.0,0.2,31-Oct-22 16:00,31-Oct-22 20:00,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-10-31
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2402 Aguardando caminhão prancha,Aguardando caminhão prancha,4.0,0.2,31-Oct-22 11:00,31-Oct-22 15:00,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-10-31
3530,Bourbon Enterprise,RINQ044,Qatargas Qatar North Field South (NFS) Offshore Pipeline Project - IRM,Qatargas Operating Company Limited,Equipment breakdown,Reported Sonardyne inbuilt gyro sensor not working and external gyro interfaced to USBL system.,5.7,0.2,31-Oct-22 03:20,31-Oct-22 09:00,https://dome.fugro.com/operations/ddpr/project/3530/dpr?d=2022-10-31
